股票代码,原始Layer,证券简称,公司全称,交易所,东方财富行业,证监会行业,公司简介,经营范围,公司官网,基础信息来源URL,抓取日期,抓取状态,抓取错误,原始Layer来源,是否属于事件前分类证据
300075,下游,数字政通,北京数字政通科技股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    北京数字政通科技股份有限公司是新型智慧城市核心应用与运营服务提供商,致力于以“网格化管理模式”推动城市治理、政府管理和服务的数字化进程,以技术路径催生管理变革和服务模式创新,助力数字经济发展和数字政府建设。公司成立于2001年,2010年在深圳证券交易所上市(股票代码:300075),是国家规划布局内重点软件企业、北京市高新技术企业和甲级测绘资质企业。公司致力于城市运行一网统管、城市管理精细化、社会治理现代化、城市生命线安全运行监测智能化、智算中心建设运营以及新型智慧城市运营服务等核心业务领域。公司总部位于北京,设有北京、武汉、长沙三大研发中心。","技术开发、技术转让、技术服务、技术咨询、技术推广;基础软件服务、应用软件服务、产品设计;计算机系统服务;数据处理;出租办公用房;机械设备租赁;经济贸易咨询;投资咨询;项目投资;投资管理;资产管理;货物进出口、技术进出口、代理进出口;销售通讯设备、电子产品、计算机、软件及辅助设备、汽车;专业承包。(企业依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",www.egova.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300075,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300078,中游,思创智联,思创智联科技股份有限公司,深圳证券交易所,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,"    思创智联科技股份有限公司成立于2003年,2010年4月在深交所创业板上市(股票代码300078)。思创智联是行业优秀的物联网应用整体解决方案服务商,是集科研、生产、服务于一体的高新技术企业,公司物联网应用业务以研发生产为基础,以物联网应用开放平台为生态体系,依托物联网、大数据等技术在终端、网络、平台等层面融合创新,打造了智慧零售、智慧仓储、智能制造、资产管理、防伪溯源等行业深度应用的物联网解决方案,全方位支持并实现数字化零售、供应链全流程管理等数字变革场景下的产品与服务需求,产品出口遍及欧洲、美洲、中东、东南亚等70多个国家及地区。在智慧商业领域,思创智联曾与中科院RFID技术研发中心等科研机构合作,拥有EAS、ESL、RFID开发与应用一体化平台,凭借从天线设计、标签封装到系统集成的全产业链优势,产品覆盖EAS标签、RFIDinlay、特种标签、读写设备及应用软件,为客户提供一站式商业智能解决方案,荣获百强零售连锁品牌的信赖与选择,产品出口70多个国家及地区,遍布欧洲、美洲、中东、东南亚等区域,与全球300多家客户及代理商建立长期稳定的合作关系。","一般项目:电子元器件制造;电子元器件批发;电子元器件零售;集成电路芯片及产品制造;集成电路芯片及产品销售;物联网设备制造;物联网设备销售;移动终端设备制造;移动终端设备销售;计算机软硬件及外围设备制造;其他电子器件制造;物联网技术研发;物联网技术服务;物联网应用服务;安防设备制造;安防设备销售;橡胶制品制造;橡胶制品销售;塑料制品制造;塑料制品销售;五金产品研发;五金产品制造;五金产品批发;五金产品零售;塑料包装箱及容器制造;包装材料及制品销售;金属包装容器及材料制造;金属包装容器及材料销售;信息系统集成服务;货物进出口;商业、饮食、服务专用设备制造;非居住房地产租赁;办公设备租赁服务;机械设备租赁;租赁服务(不含许可类租赁服务);技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;软件开发;信息技术咨询服务;洗染服务;针纺织品销售;日用化学产品销售;日用百货销售;第一类医疗器械销售;第二类医疗器械销售(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。许可项目:第三类医疗器械经营(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。",www.sichuangzhilian.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300078,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300168,下游,万达信息,万达信息股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    万达信息股份有限公司(简称“万达信息”,股票代码300168)成立于1995年12月,前身为“上海计算机软件实验室”,是国内领先的智慧城市整体解决方案提供商。万达信息拥有国际一流的资质,是全国首家整体通过CMMI5(软件能力成熟度模型最高等级)认证的企业。万达信息的业务领域涵盖医疗卫生、智慧政务、市场监管、民生保障、城市安全、智慧教育、ICT信息科技创新、健康管理和智慧城市公共平台的建设与运营。凭借在丰富行业实践中形成的自主创新核心技术,万达信息承担了多项国家重大科技攻关课题,承建了多个国家级创新平台,是国家级企业技术中心。万达信息主持和参与了70余项国家信息技术服务、数字化转型、企业综合能力评估、软件工程、云计算、大数据、人工智能、智慧城市、智慧医卫、健康管理等国家、行业、团体及地方标准规范的研制;并先后获得2项国家科技进步二等奖、1项教育部科技进步一等奖、7项上海市科技进步一等奖等20余项国家及省部级科技进步奖和200余项行业类成果荣誉,为企业的可持续创新能力提供了坚强动力。公司总部设在上海,目前已在北京、成都、青岛、武汉、长沙、南京、广州、银川、哈尔滨、鄂尔多斯等地开设了三十余家分支机构,形成了覆盖全国的服务体系。2019年,中国人寿成为万达信息的第一大股东,作为中国人寿推行“科技化创新”战略的重要组成部分,万达信息在中国人寿的大力支持下,已进入转型升级新时代。未来,在党建引领下,公司董事会和总裁室明晰发展路径,带领全体员工,紧跟“数字中国”和“健康中国”发展战略,坚持“稳中求进、以进促稳、先立后破”工作总基调,坚持先做强再做大,努力推动技术成果与民生福祉有机融合,努力成为国内一流的软件应用开发商。","从事计算机科技、计算机网络科技专业领域内技术开发、技术转让、技术咨询、技术服务、技术交流、技术推广;软件开发;网络与信息安全软件开发;信息系统集成服务;互联网信息服务;互联网数据服务;云计算装备技术服务;远程健康管理服务;健康咨询服务(不含诊疗服务);信息咨询服务(不含许可类信息咨询服务);人力资源服务(不含职业中介活动,劳务派遣服务);专业设计服务;数字内容制作服务(不含出版发行);数字文化创意软件开发;会议及展览服务;票务代理服务;广告制作;广告发布(非广播电台、电视台、报刊出版单位);广告设计、代理;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发;机械设备租赁;机械设备销售;电子产品销售;电器机械设备销售;电力电子元器件销售;通讯设备销售;信息安全设备销售;安防设备销售;办公用品销售;日用百货销售;化妆品零售;化妆品批发;卫生用品和一次性使用医疗用品销售;厨具卫具及日用杂品批发;厨具卫具及日用杂品零售;体育用品及器材批发;体育用品及器材零售;家用电器销售;家居用品销售;工艺美术品及礼仪用品销售(象牙及其制品除外);互联网销售(除销售需要许可的商品);食用农产品批发;食用农产品零售;第一类医疗器械销售;第二类医疗器械销售;建筑智能化系统设计;建筑智能化工程施工;建设工程设计;各类工程建设活动;第一类增值电信业务;第二类增值电信业务;检验检测服务;医疗服务;旅游业务;药品互联网信息服务;货物进出口;技术进出口;信息网络传播视听节目;网络文化经营;第三类医疗器械经营;食品经营;保健食品销售;药品零售。依法须经批准的项目,经相关部门批准后方可开展经营活动。",www.wondersgroup.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300168,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300170,下游,汉得信息,上海汉得信息技术股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    上海汉得信息技术股份有限公司(以下简称“汉得”),其前身可以追溯到1996年成立的“上海汉得计算机服务有限公司”,并于2011年在深圳证券交易所创业板上市(证券代码:300170,证券简称:汉得信息),成为A股市场首家以ERP咨询实施为主营业务的上市公司。汉得已由最初的信息化软件实施商,历经解决方案服务商,发展成为企业数字化综合服务商,公司业务领域也进一步扩展至企业级数字化产品体系+全面综合服务。我们始终致力于成为连接企业管理与数字化技术的桥梁,不断提升交付质量和效率,努力为客户带来更好体验。数字化,放心交给我!","许可项目:货物进出口;技术进出口;代理记账。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)一般项目:软件开发;计算机系统服务;信息系统集成服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;信息技术咨询服务;信息系统运行维护服务;软件销售;计算机软硬件及辅助设备零售;网络设备销售;销售代理;软件外包服务;非居住房地产租赁;计算机及通讯设备租赁;办公设备租赁服务。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",www.hand-china.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300170,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300188,下游,国投智能,国投智能信息科技股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    国投智能信息科技股份有限公司(股票代码:300188)成立于1999年9月22日,曾用名“厦门市美亚柏科信息股份有限公司”,2011年3月16日在深交所上市,2023年12月28日正式更名,由国家开发投资集团有限公司控股并直接管理,国务院国资委为公司实际控制人,是国内电子数据取证行业龙头企业、网络空间安全与社会治理领域国家队。先后被美国商务部、财政部、国防部列入制裁清单。国投智能拥有多个知名业务(子公司)品牌,包括美亚柏科(电子数据取证与公共安全大数据)、国投云网(企业数字化)、税软(税务稽查)、新德汇(刑事侦查)、中检美亚(市场监管)、安胜网络(网络安全)、国投智能(南京)信息科技(纪检监察)等。国投智能拥有自主技术内核,以自主研发的大数据操作系统为技术基座,以美亚“天擎”公共安全大模型为能力引擎,布局“电子数据取证、公共安全大数据、新网络空间安全、数字政务与企业数字化”四大业务,致力于应用数字化、信息化技术,向政府机关、企事业单位提供公共安全、行政执法、社会治理及数字化转型服务。公司业务范围遍布全国各省、市、自治区及部分共建“一带一路”国家,电子数据取证业务中国市场份额连续十余年排名第一,公共安全大数据业务市占率2025年升至行业第一,成为行业“双龙头”,目前已是服务国内执法部门,最核心的数字化厂商。产品中自主研发的“美亚鉴真平台”微信小程序是全国唯一接入各类政务平台以及覆盖最广的深度合成生成内容检测小程序。创新是国投智能发展的主要引擎。公司坚持“创新即研发、研发即投资”。被认定为“国家高新技术企业”“国家规划布局内重点软件企业”“国家知识产权示范企业”“中国软件和信息技术服务综合竞争力百强企业”“全国网络安全企业50强”等;获评“国家科学技术进步奖二等奖”“公安部科学技术奖一等奖”“福建省科技进步奖一等奖”“福建省质量奖”等;设立“国家企业技术中心”“博士后工作站”“福建省重点实验室”“厦门市技术创新中心”等机构;承担“国家发改委高技术产业化专项”“国家重点研发专项”“国家‘十二五’科技支撑计划项目”等科技计划项目共60余项。国投智能具备一流的网络与信息安全技术能力和丰富的安全攻防经验,拥有一支百余人的国家级网络安全保障实战团队。曾作为网络安全核心保障单位参与全国两会、厦门金砖会晤、北京“一带一路”高峰论坛、杭州G20峰会、北京奥运会、北京冬奥会、世界互联网大会、成都大运会、杭州亚运会等国家大型活动的信息安全保障工作。在打击治理电信网络诈骗犯罪等重大案事件中提供技术协助,得到国家相关部门的高度评价;多位国家领导人莅临公司,对公司取得的成绩给予高度肯定。作为国投集团参与国家数字经济安全稳定发展平台,国投智能秉承“数据更智能、网络更安全”的企业使命,坚守“以客户为中心,以结果为导向,家国情怀、艰苦奋斗、持续创新、极致执行、协作共赢”的企业价值观,持续深入学习贯彻习近平总书记关于数字经济发展重要指示精神,锻造推动数字经济发展的新质生产力,在保持电子数据取证和公共安全大数据稳健发展的同时,积极培育新网络空间安全和数字政务与企业数字化两大战略性新兴业务,塑造高质量发展新动能新优势,服务国家“网络空间安全”和“数字中国”战略,打造世界一流数据智能与安全服务企业。","一般项目:信息系统集成服务;软件开发;信息技术咨询服务;计算机软硬件及辅助设备批发;计算机软硬件及辅助设备零售;数据处理和存储支持服务;5G通信技术服务;计算机及通讯设备租赁;广播影视设备销售;通信设备销售;移动通信设备销售;数字内容制作服务(不含出版发行);互联网安全服务;技术进出口;货物进出口;商用密码产品生产;商用密码产品销售;安防设备销售;安防设备制造;金属链条及其他金属制品销售;金属制品销售;照明器具制造;可穿戴智能设备销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;计算机软硬件及外围设备制造;移动通信设备制造;通信设备制造;互联网设备制造;大数据服务;人工智能公共数据平台;信息安全设备销售;信息安全设备制造;网络与信息安全软件开发;智能机器人销售;智能机器人的研发;计算机系统服务;信息系统运行维护服务;电子产品销售;云计算装备技术服务;人工智能通用应用系统;智能基础制造装备销售;智能基础制造装备制造;教育咨询服务(不含涉许可审批的教育培训活动)。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:建筑智能化系统设计;互联网信息服务;电子出版物出版;电子出版物制作;出版物零售;出版物批发;建设工程施工;计算机信息系统安全专用产品销售;司法鉴定服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)",www.300188.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300188,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300223,上游,北京君正,北京君正集成电路股份有限公司,深圳证券交易所,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业,"    北京君正集成电路股份有限公司成立于2005年,基于创始团队创新的CPU设计技术,迅速在消费电子市场实现SoC芯片产业化,2011年5月公司在深圳创业板上市(300223)。君正在处理器技术、多媒体技术和AI技术等计算技术领域持续投入,其芯片在智能视频监控、AIoT、工业和消费、生物识别及教育电子领域获得了稳健和广阔的市场。2020年,君正完成对美国ISSI的收购。ISSI面向汽车、工业和医疗等领域提供高品质、高可靠性的存储器产品,包括SRAM、DRAM、NORFlash、2DNANDFlash和eMMC,客户遍布全球。君正将整合其积累十几年的计算技术,及ISSI三十余年的存储、模拟和互联技术,利用公司拥有的完整车规芯片质量和服务体系,为汽车、工业、AIoT等行业的发展持续做出贡献。","研发、设计、委托加工、销售半导体集成电路芯片;计算机软硬件及计算机网络软硬件产品的设计、开发;销售计算机软、硬件及其辅助设备、电子元器件、通讯设备;技术开发、技术转让、技术咨询、技术服务、技术培训;技术检测;货物进出口、技术进出口、代理进出口;出租办公用房、商业用房。(市场主体依法自主选择经营项目,开展经营活动;依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.ingenic.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300223,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300229,中游,拓尔思,拓尔思信息技术股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    拓尔思信息技术股份有限公司(简称“拓尔思”)成立于1993年,是中文全文检索技术的始创者,领先的人工智能、大数据和数据安全产品及服务提供商。公司2011年在深圳证券交易所创业板上市,股票代码300229。自成立以来,拓尔思始终坚持核心技术自主研发,公司产品曾获得国家科技进步二等奖、上海市科技进步一等奖、中国电子学会一等奖、北京市科技进步二等奖、教育部科技进步二等奖、王选新闻科技特等奖等多项重要荣誉。拓尔思以“数据+智能”为核心战略,致力于通过自主可控的技术、优质的数据资产与全栈的解决方案,赋能千行百业实现数智化升级。公司深度参与国家级关键数据基础设施建设,成功服务了中国政府网、国家企业信用信息公示系统、信用中国、国家知识产权检索系统、GA云搜索、人民日报国际传播工程等重大项目,成为政务、公安、媒体等行业的核心数智化赋能者。公司沉淀了高质量、高密度、高价值的数据资产,推出了覆盖舆情、媒资、产业、开源情报、全球资讯洞察5大细分领域的大数据服务平台,牵头参与了中文互联网语料库CCI的共建。公司自主研发的拓天大模型一体化平台,已实现了AI技术在媒体、金融、政务、舆情、安全等关键领域的规模化落地,积极推动产业智能化变革。目前,拓尔思已成为金融科技、数字政府门户、融媒体、舆情监测、边界安全和开源情报等业务领域数智化服务的头部厂商,公司的数智化产品与服务已被国内外多家企业级用户广泛使用。面向未来,拓尔思将持续运营高质量数据,深化拓天大模型在各行各业的场景化落地,加大自主智能体协同与跨链推理的技术研发,推动AI技术与行业需求的深度融合。同时,依托“一带一路”数字化机遇,公司将聚焦全球资讯洞察、事件智能推演和预测、智能体在线开发、中企海外利益护航四大出海业务矩阵,加速拓展海外市场,为全球客户提供领先的AI解决方案。","一般项目:软件开发;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;以自有资金从事投资活动;计算机系统服务;数据处理服务;计算机及办公设备维修;计算机软硬件及辅助设备批发;计算机软硬件及辅助设备零售;电子产品销售;通讯设备销售。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)(不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.trs.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300229,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300253,下游,卫宁健康,卫宁健康科技集团股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    卫宁健康科技集团股份有限公司(股票简称:卫宁健康,股票代码:300253)始于1994年,以“科技赋能,提升人们健康水平”为使命,业务覆盖智慧医院,智慧区域卫生,互联网+医疗健康等,致力于成为“数字健康领域值得信赖的服务提供者”。2020年4月,卫宁健康发布了具有行业引领意义的新一代产品WiNEX。2021年4月发布WiNEX2021系列、智慧医院、智慧公卫等多个应用场景智慧解决方案。2022年6月发布医护移动工作平台WiNEX MY,助力医生个人成长。卫宁健康在AI+医疗领域布局深远,于2017年成立卫宁健康人工智能实验室,2023年10月重磅发布基于通用模型的医疗垂直领域大模型WiNGPT与医疗智能助手WiNEX Copilot。2024年发布WiNGPT2.6,并在北京大学人民医院、上海市肺科医院、上海市同济医院等多家三甲医院落地应用。2025年初发布WiNGPT2.8和医护智能助手WiNEXCopilot2.1,支持覆盖诊前、诊中、诊后和医疗管理30多个场景,并全面对接DeepSeek,WiNEX以AI增强为新的动力,正逐步成为医护人员不可或缺的智能诊疗助手。卫宁健康注重技术创新与人才培养,常年与全国顶级高等院校及科研机构保持“产学研”紧密合作,先后与上海交通大学合作建立了“上海交大-卫宁健康人工智能联合实验室”;与合肥工业大学、安徽医科大学第一附属医院、中国科学院大学经济与管理学院共同成立了""医疗健康管理联合研究中心"";与上海健康医学院共建“健康-卫宁未来医院发展研究中心”;与复旦大学数学科学学院建立了战略合作关系,分别开展对AI、大数据、云计算、物联网、移动互联网等方面的前沿研究。","一般项目:软件开发;软件销售;计算机软硬件及外围设备制造;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发;信息系统集成服务;信息系统运行维护服务;信息技术咨询服务;第二类医疗器械销售;互联网数据服务;以自有资金从事投资活动;非居住房地产租赁;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;人工智能应用软件开发;人工智能基础软件开发;人工智能理论与算法软件开发;人工智能通用应用系统;人工智能行业应用系统集成服务;大数据服务;人工智能公共服务平台技术咨询服务;人工智能基础资源与技术平台;人工智能公共数据平台。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:第二类医疗器械生产;第三类医疗器械经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)",www.winning.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300253,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300308,上游,中际旭创,中际旭创股份有限公司,深圳证券交易所,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,"    中际旭创股份有限公司(SZ:300308)是领先的高速光互联解决方案提供商,专注于高端光模块与光通信技术创新,服务全球云计算与AI算力基础设施建设。公司在高速率光模块领域具备领先优势,是推动新一代算力网络和数字基础设施升级的重要参与者。凭借持续的技术创新、领先的产品性能和稳定的规模化交付能力,中际旭创在业内建立了稳固的市场地位和良好的品牌声誉。公司坚持以技术创新为核心驱动力,持续强化研发投入与产业链协同,并积极拓展光电技术应用边界,探索车载智能系统领域,力求为更多客户创造更多价值。","一般项目:通信设备制造;光通信设备制造;光通信设备销售;电子元器件制造;电子元器件零售;光电子器件制造;光电子器件销售;集成电路芯片及产品制造;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;货物进出口;以自有资金从事投资活动;企业管理;非居住房地产租赁。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",www.zj-innolight.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300308,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300365,中游,恒华科技,北京恒华伟业科技股份有限公司,深圳证券交易所,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    北京恒华伟业科技股份有限公司(简称:恒华科技,股票代码:300365.SZ)创立于2000年,属于国家重点高新技术企业、国家规划布局内重点软件企业。2014年在深圳证券交易所A股(创业板)上市。恒华科技作为BIM平台软件及行业数字化应用和运营服务商,凭借雄厚的软件研发实力、卓越的信息技术服务能力、丰富的工程设计与工程管理经验,应用云计算、物联网、大数据、移动互联网、人工智能等信息技术,服务于智能电网、智慧能源、智慧水利、智慧交通等行业领域。公司业务体系以BIM平台及软件研发为核心,以设计咨询业务为技术支撑和工程示范,以行业数字孪生应用为载体,同时积极拓展大数据应用、数字教育等相关业务,为电力、水利、交通等行业信息化、数字化、智能化发展赋能。公司以北京为总部,建立了覆盖全国的营销服务网络,与能源、水利、交通等行业龙头企业建立了良好的合作关系。公司紧跟国家“一带一路”政策,设立海外办事处,将公司的产品及服务拓展至海外市场。","一般项目:技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;企业征信业务;货物进出口;技术进出口;劳务服务(不含劳务派遣)。(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)许可项目:互联网信息服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)(不得从事国家和本市产业政策禁止和限制类项目的经营活动。)",www.ieforever.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300365,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300394,上游,天孚通信,苏州天孚光通信股份有限公司,深圳证券交易所,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业,"    苏州天孚光通信股份有限公司是业界领先的光器件整体解决方案提供商和光电先进封装制造服务商,致力于高速光器件的研发、生产和销售。公司2005年成立,2015年在中国创业板上市。产品广泛应用于人工智能、数据中心、光纤通信、光学传感等领域。公司通过自主研发和外延并购,经过二十年发展,形成两大核心业务板块,包括无源光器件整体解决方案业务和光电先进封装业务。公司积极推进国际化战略,形成双总部、双生产基地、多地研发中心的产业布局:在苏州和新加坡分别设立海内外总部;在日本、深圳、苏州设立研发中心;在江西和泰国建立量产基地,为客户提供多元化选择和本地化技术支持与服务。天孚通信致力于成为全球领先的光器件企业,为客户创造价值,助力光子集成。","光电子器件制造;光电子器件销售;电子元器件制造;电子元器件零售;电子元器件与机电组件设备制造;电子元器件与机电组件设备销售;光通信设备制造;光通信设备销售;模具制造;模具销售;机械零件、零部件加工;机械零件、零部件销售;通用零部件制造;货物进出口;技术进出口;进出口代理;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;非居住房地产租赁;以自有资金从事投资活动(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",www.tfcsz.com,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300394,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
300451,中游,创业慧康,创业慧康科技股份有限公司,深圳证券交易所,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,"    创业慧康科技股份有限公司(股票代码:300451)始创于1997年。近三十年来,公司始终恪守“创造智慧医卫、服务健康事业”的企业使命,深耕医疗卫生信息化领域,以创新为驱动,构建涵盖智慧医疗、智慧卫生、智慧医保、医疗互联及人工智能等多场景、全业务的产品矩阵。公司总部坐落于杭州,在全国设立二十余处分支机构,业务辐射三十多个省、自治区及直辖市,累计服务用户近7000家,形成覆盖广泛、运营稳健的全国性服务体系。近年来,创业慧康持续推进战略升级,稳步实现从科技云生态企业向智能云生态企业的跨越。公司致力于构建协同共生的行业云生态价值网络,以尖端技术重塑医疗信息化未来,为医疗机构、政府主管部门及产业合作伙伴提供更智能、更安全、更高效的整体解决方案。在“健康中国”战略指引下,创业慧康正以行业领军者之姿,赋能医疗健康产业数字化转型,引领智慧医疗新生态,矢志成为健康中国卓越领跑者。","一般项目:软件开发;物联网技术研发;物联网技术服务;物联网应用服务;物联网设备销售;信息系统集成服务;数据处理和存储支持服务;信息系统运行维护服务;信息技术咨询服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;大数据服务;区块链技术相关软件和服务;互联网数据服务;人工智能公共服务平台技术咨询服务;人工智能基础资源与技术平台;人工智能行业应用系统集成服务;人工智能公共数据平台;安全技术防范系统设计施工服务;网络与信息安全软件开发;第一类医疗器械销售;第二类医疗器械销售;计算机软硬件及辅助设备零售;计算机软硬件及辅助设备批发;电子专用设备销售;云计算设备销售;网络设备销售;接受金融机构委托从事信息技术和流程外包服务(不含金融信息服务)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。许可项目:互联网信息服务;药品互联网信息服务;依托实体医院的互联网医院服务;第二类增值电信业务;第二类医疗器械生产;第三类医疗器械经营;建筑智能化工程施工;消防设施工程施工;建设工程设计;各类工程建设活动;出版物互联网销售;出版物批发;出版物零售;网络文化经营;信息网络传播视听节目;保健食品销售;食品经营(销售散装食品);药品批发;药品零售;货物进出口(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。",www.bsoft.com.cn,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ300451,2026-07-27,成功,,04_code/60gupiao.py与04_code/financialtest60.py中的硬编码名单,否（当前公司概况仅用于补齐基础信息）
